frame,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32
1,0.47953420877456665,0.13677887618541718,0.4870147705078125,0.11945512890815735,0.4911075830459595,0.11926323175430298,0.49558135867118835,0.11921019107103348,0.4782961308956146,0.1178060844540596,0.47602707147598267,0.11675485223531723,0.47405487298965454,0.11564134061336517,0.5082331299781799,0.1262187361717224,0.4787982404232025,0.12212469428777695,0.4877384603023529,0.15759161114692688,0.477275550365448,0.15358293056488037,0.5405645966529846,0.23904633522033691,0.45657631754875183,0.23858922719955444,0.5514719486236572,0.37801340222358704,0.4527767300605774,0.3754153251647949,0.5704066753387451,0.5179277062416077,0.4466242790222168,0.5112739205360413,0.5766805410385132,0.5533578395843506,0.4441201388835907,0.5518410801887512,0.5709367990493774,0.5563510656356812,0.44650715589523315,0.5542437434196472,0.567177951335907,0.5479327440261841,0.44882872700691223,0.5408340096473694,0.5401210188865662,0.5011427998542786,0.49266067147254944,0.5066796541213989,0.5444462895393372,0.7038261294364929,0.47015732526779175,0.6829873323440552,0.5728195905685425,0.9052549600601196,0.4649757742881775,0.8694745302200317,0.5841392278671265,0.9308368563652039,0.47768017649650574,0.8986508846282959,0.5500198006629944,0.9645798206329346,0.42496955394744873,0.910315215587616
2,0.48021596670150757,0.13513873517513275,0.48777276277542114,0.11495379358530045,0.4918547570705414,0.11417382210493088,0.49627238512039185,0.11343421041965485,0.4791710674762726,0.11532588303089142,0.4769231081008911,0.11499869078397751,0.4749172627925873,0.11435849964618683,0.5094181895256042,0.12122203409671783,0.4802400469779968,0.11802341789007187,0.489382266998291,0.1549169272184372,0.4781967103481293,0.15351268649101257,0.5424161553382874,0.23185397684574127,0.4568125307559967,0.23320576548576355,0.5539464950561523,0.37592336535453796,0.4584185481071472,0.3742773234844208,0.5737864375114441,0.5123597383499146,0.45073696970939636,0.49833375215530396,0.5800081491470337,0.5467339754104614,0.4471401572227478,0.5400358438491821,0.5750721096992493,0.5489017367362976,0.4499470591545105,0.5417686104774475,0.5711861252784729,0.5400453209877014,0.45274776220321655,0.5268750786781311,0.5338510870933533,0.49977806210517883,0.4859786033630371,0.5021106004714966,0.5451629757881165,0.7028040289878845,0.4759574830532074,0.6863580942153931,0.5728104114532471,0.9050242304801941,0.4649752974510193,0.8691145777702332,0.5838175415992737,0.9308394193649292,0.4762726128101349,0.898177981376648,0.5489687323570251,0.9656151533126831,0.4255029857158661,0.9102892279624939
3,0.4798564910888672,0.13283604383468628,0.48760607838630676,0.11415788531303406,0.491758793592453,0.11380597949028015,0.4960117042064667,0.1134408712387085,0.47895389795303345,0.11364874243736267,0.4767509698867798,0.11318743228912354,0.4748089015483856,0.11266015470027924,0.509046733379364,0.12098952382802963,0.48107531666755676,0.11706522852182388,0.4888710081577301,0.1528119146823883,0.4778572618961334,0.15107601881027222,0.5432838797569275,0.23022222518920898,0.45737746357917786,0.2314794957637787,0.554237961769104,0.3771587610244751,0.46158021688461304,0.37711504101753235,0.5725164413452148,0.5111889243125916,0.4534929692745209,0.4940045475959778,0.5785912871360779,0.5441738367080688,0.4512258470058441,0.5361471772193909,0.5736847519874573,0.5450193285942078,0.453344464302063,0.5372440814971924,0.5700280666351318,0.5357412099838257,0.4556008279323578,0.5232327580451965,0.5312917232513428,0.49969035387039185,0.48278099298477173,0.49984923005104065,0.5459193587303162,0.7006070613861084,0.4752463400363922,0.6884385347366333,0.5728734135627747,0.903150737285614,0.4650205373764038,0.8691986799240112,0.5837299823760986,0.9304342865943909,0.476324200630188,0.8984493017196655,0.5488254427909851,0.9657069444656372,0.4260513484477997,0.9107874035835266
4,0.4796525835990906,0.12968558073043823,0.48744308948516846,0.11088509857654572,0.49166616797447205,0.11082537472248077,0.49604532122612,0.11063993722200394,0.4787541329860687,0.11000686138868332,0.4765814542770386,0.10952836275100708,0.47462934255599976,0.1090293601155281,0.5090015530586243,0.11865665018558502,0.4812476336956024,0.11548130959272385,0.4885295629501343,0.1510872095823288,0.4776163697242737,0.14909721910953522,0.5441544651985168,0.23148128390312195,0.4586498439311981,0.2307462990283966,0.555204451084137,0.3779384195804596,0.46281400322914124,0.3783118724822998,0.571681797504425,0.5099233984947205,0.4550347626209259,0.4930466115474701,0.577754020690918,0.5434526801109314,0.45223134756088257,0.5347396731376648,0.5733086466789246,0.5439540147781372,0.45407697558403015,0.5347411632537842,0.570067822933197,0.534586489200592,0.45665350556373596,0.521964967250824,0.5292400121688843,0.4994818866252899,0.48054295778274536,0.4992213547229767,0.545973002910614,0.7011538147926331,0.4745878577232361,0.6919072866439819,0.5728014707565308,0.9020124673843384,0.4650212526321411,0.8693128228187561,0.5822629332542419,0.9290691018104553,0.47647807002067566,0.8984424471855164,0.5493590235710144,0.9658975005149841,0.4260063171386719,0.9122495055198669
5,0.47959405183792114,0.12818555533885956,0.4872705042362213,0.10992861539125443,0.49147653579711914,0.10989606380462646,0.49587830901145935,0.10963086783885956,0.4786111116409302,0.10930987447500229,0.4764788746833801,0.10876022279262543,0.47462961077690125,0.10831383615732193,0.5088390707969666,0.11816347390413284,0.48140719532966614,0.11580538749694824,0.48831668496131897,0.1498689204454422,0.4774465262889862,0.1477324366569519,0.54501873254776,0.23208986222743988,0.45908769965171814,0.23000165820121765,0.557046115398407,0.3757548928260803,0.46235090494155884,0.3756139278411865,0.5713434815406799,0.5069857835769653,0.45649391412734985,0.489711731672287,0.5769392251968384,0.5425630807876587,0.4543951153755188,0.5300057530403137,0.5721418261528015,0.5425289869308472,0.45587214827537537,0.5294705033302307,0.5688627362251282,0.5330477952957153,0.4581560492515564,0.5175873637199402,0.5289043188095093,0.5010443925857544,0.47936955094337463,0.5000594258308411,0.5462192296981812,0.7020228505134583,0.4742782413959503,0.6919105648994446,0.5727266669273376,0.9020341038703918,0.4651431441307068,0.8690751194953918,0.5817307829856873,0.9290615320205688,0.47650212049484253,0.8984657526016235,0.5491233468055725,0.965855598449707,0.42556941509246826,0.9122897386550903
6,0.47941645979881287,0.13201554119586945,0.4872865080833435,0.11455460637807846,0.49155518412590027,0.1140691265463829,0.4959786832332611,0.1136176735162735,0.4786686301231384,0.11418767273426056,0.4766910672187805,0.11370760202407837,0.47507888078689575,0.11306125670671463,0.5090166330337524,0.1204691156744957,0.48170235753059387,0.11967504769563675,0.4882706105709076,0.153005450963974,0.47752586007118225,0.15198123455047607,0.5458301901817322,0.2330622673034668,0.4600934386253357,0.23073790967464447,0.5567284822463989,0.37602904438972473,0.46260538697242737,0.37698161602020264,0.5706495642662048,0.5061873197555542,0.4586186707019806,0.48868370056152344,0.5755671858787537,0.5423861742019653,0.45839375257492065,0.5268713235855103,0.5713732242584229,0.5424327254295349,0.4594534933567047,0.5266101956367493,0.5682543516159058,0.5327342748641968,0.46117767691612244,0.515620768070221,0.528670608997345,0.500882089138031,0.4785330593585968,0.49928951263427734,0.5463101267814636,0.702837347984314,0.4748121201992035,0.6919750571250916,0.5726958513259888,0.9020490646362305,0.4651550054550171,0.868948757648468,0.5815789103507996,0.9290162324905396,0.4759112000465393,0.8982157111167908,0.548816442489624,0.9661244750022888,0.4258689284324646,0.9121270179748535
7,0.47931861877441406,0.1334332376718521,0.48719942569732666,0.1164519265294075,0.49147289991378784,0.11588878929615021,0.4959016442298889,0.11526373773813248,0.4787465035915375,0.1161595806479454,0.47696638107299805,0.11557281762361526,0.4754532277584076,0.1149003729224205,0.5093048214912415,0.12151522934436798,0.48219236731529236,0.12085366249084473,0.4881431758403778,0.15398132801055908,0.4776539206504822,0.15331271290779114,0.5463453531265259,0.23358233273029327,0.46051618456840515,0.2300683856010437,0.5560782551765442,0.3763509690761566,0.46610498428344727,0.37881872057914734,0.5703716278076172,0.5053521394729614,0.46423688530921936,0.48941242694854736,0.5744640827178955,0.5423471331596375,0.46453049778938293,0.5267331004142761,0.5703505277633667,0.5422739386558533,0.46463292837142944,0.5272846817970276,0.5674229860305786,0.5328649878501892,0.4659852385520935,0.516821026802063,0.5291202664375305,0.5005674958229065,0.47812777757644653,0.4988052248954773,0.5463832020759583,0.7033777832984924,0.47566649317741394,0.6933462023735046,0.5727346539497375,0.9022440314292908,0.46533456444740295,0.8698976039886475,0.5819761753082275,0.929547131061554,0.47586789727211,0.8996243476867676,0.5485467314720154,0.9665623307228088,0.42629483342170715,0.9128068685531616
8,0.4792540371417999,0.13200435042381287,0.48715320229530334,0.11556793004274368,0.4914068281650543,0.11505872011184692,0.49583297967910767,0.11436496675014496,0.4787704348564148,0.11503513157367706,0.47709760069847107,0.11456150561571121,0.47558408975601196,0.1140323281288147,0.5096033215522766,0.12127909064292908,0.4825286865234375,0.1207955852150917,0.4880541265010834,0.15281623601913452,0.4777428209781647,0.15189102292060852,0.5463536977767944,0.2343352735042572,0.46105092763900757,0.23026660084724426,0.5553227663040161,0.37781187891960144,0.4673024117946625,0.37914249300956726,0.5692963004112244,0.5064017176628113,0.46483394503593445,0.4887341558933258,0.572860836982727,0.5430883169174194,0.46478232741355896,0.5256478190422058,0.5689729452133179,0.5428139567375183,0.46507176756858826,0.526702344417572,0.5661585330963135,0.5333716869354248,0.46654728055000305,0.5164864659309387,0.5286385416984558,0.5010677576065063,0.47760090231895447,0.4989096224308014,0.5472838282585144,0.703774631023407,0.4761972725391388,0.6933454871177673,0.5727447867393494,0.9022756814956665,0.4653787314891815,0.8694037199020386,0.5819652676582336,0.9297626614570618,0.4759195148944855,0.8994348049163818,0.5485308766365051,0.9664639234542847,0.42628467082977295,0.9126158356666565
9,0.4792976379394531,0.13153915107250214,0.48709508776664734,0.11500133574008942,0.4913482367992401,0.11462215334177017,0.4957999885082245,0.11393135786056519,0.47888627648353577,0.11420107632875443,0.47730937600135803,0.11374234408140182,0.4757804274559021,0.11322779208421707,0.5099325776100159,0.12106960266828537,0.48280227184295654,0.12041596323251724,0.4879794418811798,0.15227235853672028,0.47787728905677795,0.15119974315166473,0.5464166402816772,0.23460818827152252,0.46139711141586304,0.22972320020198822,0.554664671421051,0.379111111164093,0.46633896231651306,0.3800140619277954,0.5676678419113159,0.5074237585067749,0.46186885237693787,0.4903344511985779,0.571424126625061,0.5437014698982239,0.46094462275505066,0.5269652009010315,0.5671378970146179,0.5431457757949829,0.46140623092651367,0.5277538299560547,0.564193844795227,0.5338512659072876,0.4632661044597626,0.5175098776817322,0.528104841709137,0.500487208366394,0.4772433638572693,0.498592734336853,0.547742486000061,0.7040595412254333,0.4760383367538452,0.6941328048706055,0.5727055072784424,0.9022384881973267,0.4652518033981323,0.869482159614563,0.5819680094718933,0.9298065900802612,0.47593215107917786,0.8998150825500488,0.5474567413330078,0.9665085673332214,0.42626866698265076,0.9125518798828125
10,0.47937479615211487,0.13162921369075775,0.48706376552581787,0.11554984748363495,0.49130305647850037,0.11513880640268326,0.49577489495277405,0.1143345758318901,0.479095995426178,0.11501909792423248,0.47761717438697815,0.11458881944417953,0.4760967493057251,0.11409459263086319,0.510184645652771,0.12134755402803421,0.483263224363327,0.12080640345811844,0.4879198670387268,0.1522168666124344,0.4780765473842621,0.1512351930141449,0.5464524030685425,0.23509420454502106,0.4615373909473419,0.22986620664596558,0.5547703504562378,0.3807712495326996,0.46511194109916687,0.3804556429386139,0.5664008259773254,0.5075449347496033,0.45932021737098694,0.49172651767730713,0.5700212121009827,0.5449368953704834,0.4578914940357208,0.5297623872756958,0.5651538968086243,0.5446978807449341,0.45877784490585327,0.5304103493690491,0.5621792078018188,0.5345123410224915,0.4608517289161682,0.520331084728241,0.5271547436714172,0.4991208612918854,0.4768289029598236,0.4975584149360657,0.5477632880210876,0.7039530873298645,0.4761063754558563,0.6939651370048523,0.5726319551467896,0.9022274017333984,0.4648600220680237,0.8692521452903748,0.5818710327148438,0.9298123717308044,0.4754679501056671,0.8996203541755676,0.5461269021034241,0.9665093421936035,0.4262691140174866,0.9125183820724487
